features,label
"[-11.960851 -13.130547 -17.665722 -22.99941  -26.014362 -28.695017
 -29.183174 -31.204468 -30.31814  -31.649225 -32.78519  -36.06493
 -37.68087  -38.553127 -39.963406 -38.73025  -39.323433 -37.134674
 -36.49491  -35.72279  -35.53326  -35.162476 -34.180283 -35.552166
 -36.062347 -38.242565 -38.222702 -39.0416   -38.619232 -38.30861
 -37.947716 -37.227062 -38.325005 -37.078186 -36.938786 -36.194675
 -35.886475 -36.96009  -36.278603 -36.614048 -37.558426 -37.584507
 -37.168118 -37.191425 -37.413033 -37.445007 -37.21636  -36.722748
 -38.13973  -39.845547 -41.200634 -42.745422 -43.783596 -45.052067
 -46.114544 -47.624844 -49.1757   -50.58518  -51.70095  -51.880653
 -52.339382 -53.31078  -53.865448 -53.689587 -54.274204 -55.570396
 -56.06676  -56.319202 -55.17814  -53.819717 -51.73815  -52.15654
 -54.690758 -56.727818 -58.29139  -59.368053 -60.43124  -60.911556
 -61.145317 -61.620422 -62.09393  -62.116524 -62.46227  -62.378815
 -62.222664 -61.9219   -61.885826 -61.966793 -61.88787  -61.799767
 -61.89373  -61.436344 -60.739494 -60.29212  -60.491573 -60.425068
 -60.458965 -60.588432 -60.60598  -60.412445 -60.713673 -61.309307
 -62.215023 -62.607338 -63.069393 -63.687    -64.42137  -64.90141
 -65.302124 -65.724724 -66.19636  -66.61155  -67.51937  -67.89635
 -68.19165  -68.59186  -68.96786  -68.73045  -69.99153  -71.358986
 -71.54972  -72.25662  -73.18988  -78.41989  -79.902176 -79.90247
 -79.90269  -79.902824]",105 - Frog
"[-63.625824 -65.724594 -65.96352  -63.958843 -61.86252  -60.7709
 -58.42328  -57.044132 -54.050873 -55.17868  -55.148575 -55.82343
 -55.295498 -54.16546  -54.966576 -54.5191   -56.766098 -55.54178
 -54.95412  -53.567173 -53.46735  -53.04664  -51.195724 -50.55436
 -47.85882  -48.248795 -47.672375 -47.808033 -46.122417 -44.558598
 -43.62113  -42.21371  -43.5841   -42.699093 -41.88404  -41.289875
 -40.327137 -40.131397 -39.659428 -39.162056 -38.313072 -37.81615
 -38.61946  -39.687363 -39.67756  -39.92079  -41.337376 -41.640884
 -41.413033 -41.62939  -41.83772  -41.39813  -41.322674 -41.03028
 -42.87509  -43.780354 -45.03691  -45.887714 -46.1751   -46.89474
 -47.32485  -47.2173   -46.66611  -48.85166  -50.291203 -50.02182
 -50.12143  -51.941776 -52.80573  -53.223476 -53.869656 -54.68812
 -55.1262   -55.39805  -56.001858 -56.968727 -58.891994 -58.718395
 -58.62703  -59.137684 -59.59579  -59.947605 -60.894917 -61.450787
 -62.14694  -62.952675 -62.97047  -63.62065  -63.82424  -64.4052
 -65.043945 -65.31905  -65.96362  -65.98095  -65.58855  -65.75951
 -65.91021  -67.015396 -67.22802  -67.25395  -67.27203  -67.45928
 -68.44561  -68.993965 -69.60996  -70.193245 -71.06804  -71.34231
 -72.04154  -72.688866 -73.50037  -73.640396 -73.5127   -73.15152
 -73.15715  -74.18674  -76.35138  -76.57994  -76.90975  -77.544014
 -77.60052  -78.06805  -78.39087  -78.586914 -79.3643   -79.96203
 -80.       -80.      ]",101 - Dog
"[-31.224716 -27.464462 -31.193472 -36.273056 -38.642418 -41.558754
 -42.8844   -44.95442  -42.957874 -41.031223 -35.32644  -31.891731
 -30.047173 -30.172277 -33.065956 -35.554955 -40.149933 -41.31245
 -42.683704 -41.06787  -39.801193 -38.53036  -36.952904 -36.831276
 -35.012848 -35.088676 -33.822388 -34.333958 -34.010475 -33.570656
 -34.003258 -33.358128 -33.939224 -32.820297 -32.72796  -32.094685
 -31.27825  -31.282953 -31.392353 -31.62195  -32.42588  -32.391895
 -33.021366 -32.896343 -32.115192 -32.1459   -33.164608 -33.54477
 -34.146927 -34.066196 -34.324417 -34.283966 -33.856018 -33.183323
 -33.45045  -34.09525  -34.696823 -35.77937  -36.977123 -38.453087
 -40.025455 -40.768307 -41.065296 -41.907146 -41.64351  -41.473114
 -41.56732  -41.73469  -42.48696  -43.27051  -43.716385 -42.7098
 -42.323765 -41.974777 -41.562405 -43.84954  -46.12789  -47.315372
 -48.621014 -52.001842 -53.667816 -55.45611  -57.587624 -59.45893
 -61.589428 -63.508945 -64.85193  -66.86325  -68.378296 -69.58704
 -70.34335  -70.6877   -71.30533  -71.347626 -70.54149  -70.29669
 -70.61067  -69.91337  -69.48044  -66.70159  -65.93564  -66.8655
 -67.260376 -68.42058  -69.59837  -71.20035  -73.1795   -75.08031
 -75.98825  -76.29393  -76.058586 -76.052284 -76.36197  -76.456985
 -75.57679  -75.86272  -77.06419  -77.71182  -77.99181  -79.064
 -79.39599  -79.69872  -79.83511  -79.82283  -79.82242  -79.83857
 -79.83835  -79.8628  ]",105 - Frog
"[-47.766903 -44.0164   -43.282173 -47.63032  -50.128456 -46.189568
 -41.126583 -41.896553 -39.00719  -36.9547   -38.312492 -40.93209
 -40.846577 -40.940968 -43.455605 -44.268463 -43.191616 -43.507267
 -45.801598 -47.339546 -47.514717 -48.26539  -49.475594 -49.532642
 -49.019962 -51.248524 -49.27465  -48.37097  -46.170242 -44.679634
 -44.097565 -44.41191  -47.052376 -48.045135 -49.50824  -50.252945
 -50.94094  -50.209362 -50.060833 -48.268284 -44.98915  -41.818405
 -42.178505 -44.468758 -45.8741   -45.14731  -45.196934 -46.174305
 -48.738457 -52.19336  -53.17491  -53.301388 -54.834152 -55.91849
 -55.820915 -58.00533  -60.220154 -61.550137 -63.29277  -64.86194
 -63.355534 -63.000996 -65.71635  -65.00042  -61.630627 -61.43885
 -62.642483 -65.622    -65.27448  -62.743786 -64.77613  -69.58481
 -67.47776  -65.04669  -67.48603  -70.05648  -71.01855  -71.37129
 -70.850266 -70.26555  -69.80877  -69.832855 -69.60471  -67.9802
 -68.31274  -70.19976  -69.48004  -69.30856  -68.92483  -68.11854
 -68.15066  -68.957184 -71.08652  -72.91267  -73.31227  -73.083954
 -72.33473  -73.87963  -75.211494 -75.367584 -75.448685 -75.409515
 -75.44782  -74.55075  -74.97833  -74.75428  -75.32741  -75.96126
 -76.589005 -76.580826 -76.21353  -75.51204  -75.44697  -75.25568
 -75.00628  -74.449356 -74.578    -74.99715  -74.99345  -74.953255
 -75.15158  -74.65539  -73.49577  -73.92723  -74.60385  -75.59306
 -79.817314 -79.967316]",104 - Cow
"[-27.183582 -28.362566 -31.420048 -33.809097 -30.564909 -26.808231
 -25.491371 -28.917503 -30.028086 -37.07509  -39.643147 -38.665016
 -40.100124 -42.202953 -42.153427 -41.177147 -42.15645  -37.46497
 -38.16504  -40.181732 -41.212845 -40.156754 -38.107487 -39.14073
 -39.01796  -41.33592  -39.823334 -38.80995  -37.241486 -34.52113
 -34.067474 -36.83554  -43.116722 -41.762306 -39.72248  -39.11
 -38.80045  -40.714237 -43.586823 -45.504803 -45.385204 -45.278996
 -45.99245  -47.20184  -47.26727  -46.330315 -47.60661  -47.64537
 -47.8008   -48.849796 -50.232376 -48.996166 -48.60747  -50.514893
 -52.38811  -52.467632 -53.07177  -53.493507 -54.09291  -53.75161
 -53.527622 -53.246128 -53.762215 -56.514706 -57.701267 -59.273067
 -60.337376 -61.35656  -62.72121  -63.420708 -63.98382  -64.41486
 -65.741295 -65.60517  -66.23051  -66.38364  -67.28969  -67.299576
 -67.79642  -69.366295 -70.733116 -71.15836  -71.48817  -72.36403
 -72.084236 -71.70929  -72.32275  -73.09619  -73.641106 -74.73468
 -75.18702  -75.211624 -75.59537  -75.90748  -75.86603  -75.63462
 -75.10958  -75.569466 -75.42831  -75.014114 -74.95152  -75.1748
 -75.157684 -75.64573  -75.755165 -76.037926 -76.560295 -77.55841
 -78.33506  -78.86828  -79.43644  -79.71038  -79.83776  -79.916595
 -79.95734  -79.98032  -79.9874   -79.99933  -80.       -79.998695
 -79.99879  -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",104 - Cow
"[-64.99275  -54.80988  -51.39502  -45.30575  -42.625515 -43.463
 -45.094578 -46.393543 -45.383686 -45.203533 -38.06918  -34.80434
 -34.335354 -34.611305 -36.51918  -36.37712  -36.04053  -34.035065
 -35.93851  -37.54622  -39.965572 -42.61265  -43.110317 -45.095818
 -45.687183 -47.850086 -48.04973  -48.77443  -49.273182 -50.852905
 -53.735615 -55.306503 -56.441246 -53.14099  -50.854458 -49.02625
 -45.95719  -43.57528  -41.459934 -40.74031  -39.707253 -38.724274
 -37.9749   -36.691025 -36.272133 -35.73425  -35.83525  -36.31304
 -37.36405  -36.886486 -36.36262  -36.671227 -37.50511  -38.65055
 -39.28973  -40.760113 -41.255547 -41.677357 -44.25213  -45.397724
 -46.77626  -47.71321  -48.376366 -49.0658   -51.197983 -54.053143
 -56.241093 -57.138912 -57.57901  -58.11249  -58.13206  -59.95781
 -59.783447 -59.67968  -60.229183 -58.883255 -56.83475  -55.063198
 -55.459827 -57.214584 -58.761265 -62.128525 -64.50191  -66.20404
 -67.00915  -68.298615 -69.20179  -70.8464   -73.48316  -76.24681
 -76.186424 -77.00738  -77.6468   -77.7136   -78.01088  -78.04004
 -78.33909  -78.31092  -78.5275   -78.069824 -78.11148  -77.92266
 -78.21627  -77.88566  -77.42356  -77.83137  -78.91754  -79.290276
 -79.36929  -79.42891  -79.47091  -79.512505 -79.36067  -77.98037
 -77.58517  -78.63456  -79.35338  -79.57425  -79.44362  -78.720566
 -79.39015  -79.66058  -79.531845 -79.68701  -79.657104 -79.637886
 -79.731895 -79.74012 ]",105 - Frog
"[-61.20036  -62.57487  -64.78917  -64.17546  -62.887558 -63.357796
 -62.639107 -61.419468 -60.545177 -61.157207 -62.0196   -63.599026
 -65.046364 -64.9186   -64.62291  -63.77397  -64.15247  -63.772923
 -63.192883 -61.88101  -61.273247 -61.253654 -61.955353 -63.93622
 -63.91748  -64.35993  -63.593872 -63.94863  -64.43109  -63.884563
 -62.73238  -61.348824 -61.628628 -62.576256 -64.302    -63.95433
 -62.862797 -62.300705 -61.90808  -62.037106 -62.864758 -63.984123
 -65.01423  -65.79148  -65.40813  -65.25401  -65.94297  -65.163925
 -65.321976 -65.887375 -65.92979  -65.925285 -66.03673  -65.70167
 -65.65305  -65.162834 -64.610985 -64.99347  -66.01447  -67.09217
 -67.65784  -67.20702  -67.57607  -67.196465 -68.01665  -68.25172
 -68.123276 -68.53791  -68.387665 -68.9331   -69.5301   -69.45511
 -69.38646  -69.50092  -69.82321  -70.059296 -70.250206 -70.207886
 -70.280304 -70.02538  -69.72916  -70.27245  -70.14764  -70.10204
 -70.919785 -71.74273  -71.68657  -71.60758  -71.575676 -72.04198
 -72.42935  -72.617744 -72.92604  -73.195305 -73.64506  -73.642265
 -73.52479  -73.42968  -73.61191  -73.5043   -73.55619  -73.794754
 -73.824684 -73.585205 -73.654625 -73.94848  -74.67078  -75.03768
 -75.391136 -75.71785  -75.769005 -75.96507  -76.32913  -76.33415
 -76.34743  -76.77071  -76.9285   -77.137375 -77.90028  -78.863815
 -79.14703  -79.21083  -79.36322  -79.50424  -79.48126  -79.69172
 -79.896645 -79.940414]",104 - Cow
"[-24.336725 -24.533276 -29.875065 -34.914574 -37.157284 -41.00077
 -41.82095  -42.833015 -39.392826 -36.20102  -30.064768 -25.884153
 -23.768026 -24.554003 -28.474726 -31.1765   -35.24749  -36.064423
 -36.28941  -34.811813 -33.587166 -32.927925 -32.254253 -32.906742
 -30.932487 -31.099253 -30.22867  -30.81491  -30.457811 -29.77579
 -29.555925 -29.03792  -29.849945 -28.998312 -29.131414 -28.780035
 -27.89283  -28.19441  -28.619299 -28.951988 -29.850754 -30.62681
 -30.68651  -30.57334  -29.883093 -29.576784 -30.048283 -29.561796
 -29.427406 -29.631884 -31.082863 -31.321165 -31.482954 -31.482437
 -31.378824 -31.813295 -31.148306 -31.451662 -32.584087 -34.04026
 -35.06155  -36.75827  -37.742786 -37.70124  -36.72495  -36.16049
 -36.704453 -37.22781  -38.20088  -38.8207   -39.381725 -38.22487
 -37.08027  -38.177475 -40.862965 -43.35279  -46.52512  -47.15752
 -47.45847  -48.72846  -49.666164 -50.791683 -52.16757  -53.661762
 -55.631336 -58.013992 -57.685036 -58.24487  -58.11184  -58.956715
 -59.56111  -59.041637 -59.7659   -57.73312  -57.035328 -58.778313
 -62.04103  -63.00917  -63.067345 -63.308228 -62.511745 -63.104027
 -62.898323 -63.079376 -62.660946 -61.596333 -62.91508  -63.670567
 -64.68811  -67.234505 -69.316536 -71.93118  -74.68648  -76.63484
 -77.47515  -78.57972  -78.363365 -77.19219  -77.23925  -78.850006
 -78.9387   -79.0052   -79.69941  -79.923256 -79.92367  -79.924
 -79.92425  -79.924416]",105 - Frog
"[-66.452194 -53.18806  -46.13876  -40.70559  -37.931644 -37.623844
 -37.702164 -42.340126 -43.950386 -40.78105  -34.112286 -31.879585
 -32.230606 -33.06957  -34.402843 -33.158764 -31.496756 -30.125418
 -33.618465 -37.121735 -39.215214 -39.221478 -36.826942 -36.122303
 -34.658405 -35.98766  -35.519535 -36.174206 -36.06891  -36.118908
 -37.070023 -36.33763  -36.992104 -35.60986  -35.626667 -35.218216
 -35.610657 -36.55371  -36.14503  -34.82445  -33.37434  -32.290733
 -31.689077 -31.93526  -31.58633  -31.364622 -31.526308 -31.756506
 -31.356195 -30.55816  -30.804443 -31.653522 -33.463234 -34.805668
 -36.843765 -38.648777 -39.659954 -40.8986   -42.668    -43.983505
 -45.261814 -46.35323  -48.896286 -51.459206 -52.889847 -53.27592
 -53.116013 -53.525463 -55.22207  -55.45999  -55.922737 -56.25214
 -55.97554  -55.719837 -54.0118   -52.696136 -53.41688  -55.417793
 -58.009747 -60.582737 -62.371006 -64.31934  -65.12197  -67.008675
 -69.016556 -70.06645  -71.48895  -72.2171   -73.42696  -74.56191
 -75.01399  -75.902725 -76.369995 -76.8914   -76.84687  -75.9698
 -75.8538   -76.28726  -76.47699  -77.141624 -78.03732  -78.20652
 -77.97518  -78.192955 -78.24487  -78.3936   -78.57459  -79.09484
 -79.476715 -79.51256  -79.6866   -79.868454 -79.96057  -79.96398
 -79.971985 -79.99687  -79.9886   -79.96368  -79.99664  -79.956116
 -79.829796 -79.334404 -79.274445 -79.65962  -80.       -80.
 -80.       -80.      ]",105 - Frog
"[-61.97358  -64.72334  -64.11732  -61.930138 -60.136013 -60.641685
 -59.953033 -58.112682 -53.97154  -53.183178 -50.927086 -50.984573
 -49.47256  -46.454014 -43.6394   -37.161167 -32.804867 -29.378866
 -28.63678  -26.070267 -25.231192 -29.142422 -34.322826 -38.757484
 -39.022114 -41.631615 -40.129597 -39.2754   -37.40324  -37.19901
 -37.16766  -36.77563  -38.960308 -39.37643  -41.205673 -41.40341
 -40.050053 -39.04686  -38.766735 -38.473618 -38.790802 -42.15076
 -46.10427  -47.393612 -46.488857 -46.26904  -48.16157  -47.620144
 -48.855015 -51.07137  -52.591442 -53.354813 -55.295578 -58.28187
 -61.48627  -61.992123 -61.294083 -60.400536 -60.701576 -61.36939
 -60.12691  -58.50832  -57.908424 -59.921665 -61.350315 -60.73239
 -60.569447 -63.673725 -66.897385 -69.072235 -71.18586  -71.35328
 -70.62797  -70.0511   -70.19541  -71.668274 -72.12929  -71.70313
 -72.880516 -74.71832  -74.96321  -74.684525 -74.77699  -74.2299
 -73.424904 -74.052124 -74.137375 -73.950485 -74.60284  -74.46795
 -73.50672  -73.19115  -73.79241  -74.58804  -73.96548  -74.01594
 -73.759995 -74.405174 -75.128365 -75.79164  -76.17218  -75.908195
 -76.31613  -76.03212  -77.36383  -77.71551  -78.13635  -78.39781
 -78.088554 -77.582886 -77.111946 -79.158035 -79.79289  -79.88874
 -79.799416 -79.90388  -79.68911  -79.83578  -79.99889  -79.92184
 -79.99524  -80.       -80.       -80.       -79.99108  -79.8831
 -79.94178  -80.      ]",101 - Dog
"[-41.54675  -34.103027 -31.725822 -30.043053 -29.13347  -28.879736
 -28.728273 -31.55594  -32.2557   -31.735207 -29.601082 -30.130537
 -30.220976 -29.375595 -30.18949  -30.5496   -33.43923  -33.354073
 -33.905777 -33.08622  -32.006927 -31.203194 -30.31932  -32.168034
 -32.51849  -34.483936 -33.987312 -34.69599  -34.75151  -35.317196
 -36.55966  -35.964684 -37.60936  -37.319973 -37.29852  -36.96024
 -36.359028 -35.925045 -34.926994 -34.47644  -34.2032   -34.05815
 -33.97429  -33.86869  -33.96625  -34.416122 -34.766533 -34.310806
 -34.861683 -35.509407 -36.626137 -37.353096 -38.049824 -38.27503
 -38.4504   -38.106823 -38.01384  -37.754623 -37.74243  -37.9283
 -38.345695 -38.413887 -37.47644  -36.52197  -35.539837 -34.615574
 -33.79618  -32.235325 -31.455305 -30.894192 -29.917763 -29.253653
 -29.492208 -31.29107  -33.742867 -36.98348  -38.251034 -39.395836
 -40.949093 -43.78744  -45.925148 -46.528965 -47.255695 -48.54142
 -49.672142 -50.502094 -51.041935 -51.772327 -53.263264 -55.074257
 -56.473045 -57.838566 -58.883366 -59.015625 -59.61772  -60.253952
 -60.032753 -59.19476  -58.689137 -59.222374 -60.631905 -62.14819
 -64.524506 -65.070404 -66.702126 -67.82495  -68.71138  -70.02543
 -70.82902  -70.71597  -70.38973  -70.68555  -71.28714  -70.4538
 -69.86228  -70.17398  -71.44806  -75.474266 -76.32638  -76.37014
 -76.334816 -76.49286  -76.673935 -76.90265  -77.03899  -77.04127
 -77.08064  -77.19255 ]",103 - Pig
"[-74.39165  -72.05277  -71.739944 -71.77525  -71.50206  -71.156235
 -70.34147  -70.33665  -69.97156  -69.89782  -68.60209  -68.25013
 -68.11657  -67.81892  -67.926506 -66.45139  -66.51896  -65.41633
 -64.81738  -62.85233  -60.149136 -56.348892 -52.49071  -51.012123
 -51.731785 -57.045467 -59.0094   -60.426315 -60.928413 -61.963028
 -63.298172 -63.0815   -62.562992 -61.787045 -61.01247  -59.766926
 -59.78666  -61.243656 -61.764774 -61.57075  -60.98629  -58.890053
 -56.623394 -53.032387 -49.853184 -51.312336 -57.271774 -59.07554
 -60.52576  -62.053127 -63.641254 -64.35687  -64.4393   -64.65564
 -64.61025  -64.65396  -63.778603 -63.24185  -65.170906 -67.73878
 -67.78798  -67.0905   -67.33602  -67.97009  -69.08371  -68.209015
 -67.00402  -68.82455  -70.59667  -70.83475  -71.35274  -72.908745
 -74.125916 -74.818306 -77.48217  -79.94475  -80.       -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -79.998276 -79.99815  -79.916504 -79.97032  -79.94957  -77.704216
 -76.695076 -79.55583  -79.41543  -78.53859  -79.705086 -80.
 -80.       -80.       -80.       -78.997475 -79.76402  -79.34134
 -78.76362  -79.99741  -80.       -80.       -80.       -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -79.84     -79.99166  -80.       -80.       -79.99693
 -79.98438  -79.98176  -80.       -79.99816  -80.       -80.
 -80.       -80.      ]",102 - Rooster
"[-73.23988  -68.94145  -66.049576 -63.702454 -61.931454 -61.41758
 -60.956436 -61.36483  -61.09775  -61.9344   -61.9227   -61.781685
 -61.96179  -61.693462 -61.32584  -60.238907 -59.578915 -58.541187
 -59.0655   -59.43453  -59.815533 -59.576637 -57.406303 -55.36427
 -53.273865 -55.377457 -57.148167 -59.679462 -60.515182 -61.15711
 -62.383846 -62.169304 -61.800827 -61.09477  -60.95394  -61.00852
 -61.158863 -61.59105  -61.7486   -61.74308  -61.989464 -61.918182
 -60.76363  -58.038837 -55.046825 -54.159367 -56.392773 -58.697563
 -61.91623  -63.900696 -64.841835 -65.2563   -65.55107  -65.428085
 -65.71407  -66.07139  -65.86181  -64.92157  -65.3489   -66.039345
 -67.09252  -67.95513  -68.6731   -68.8297   -68.46842  -67.49619
 -65.75327  -66.33108  -67.77572  -69.32667  -69.94063  -69.99442
 -70.11973  -70.05552  -69.98521  -70.212875 -70.863174 -71.20056
 -71.37184  -70.96929  -70.6764   -70.538284 -69.62305  -66.61868
 -65.62831  -67.81268  -70.813576 -71.44923  -69.68092  -69.72599
 -70.857475 -70.06206  -69.89654  -70.80135  -70.35847  -70.66427
 -71.70621  -73.27142  -72.85961  -71.99646  -72.53886  -72.82416
 -73.13272  -74.196    -74.95735  -75.41207  -76.21523  -75.72132
 -74.98112  -74.99314  -76.32114  -77.10399  -77.48722  -77.81401
 -78.38198  -78.54084  -78.71913  -78.82731  -79.71929  -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",102 - Rooster
"[-41.565323 -33.251045 -28.233103 -29.811426 -34.15407  -35.970215
 -33.789204 -36.977795 -37.278027 -41.885853 -35.50454  -35.470844
 -39.048355 -38.991436 -36.017986 -37.1445   -41.588467 -38.81846
 -39.151924 -38.172718 -39.709927 -41.426823 -37.77137  -38.314133
 -41.804165 -45.53389  -43.09249  -44.23353  -44.659046 -40.79525
 -39.58527  -37.79372  -41.446114 -40.02509  -39.04174  -40.911037
 -42.704243 -41.525436 -43.846546 -46.17941  -46.045414 -46.678017
 -46.5016   -44.93202  -45.73103  -45.865284 -46.97077  -47.957767
 -46.828053 -47.73385  -48.047367 -48.81652  -50.805264 -54.425926
 -53.784893 -52.597054 -51.99006  -52.218884 -52.833466 -53.525345
 -52.55723  -51.60775  -49.128963 -50.173244 -52.345684 -53.78875
 -53.43824  -53.642574 -53.655533 -53.230385 -52.83418  -53.480766
 -53.828686 -53.616974 -54.08515  -55.105576 -57.196045 -55.999958
 -57.16961  -58.111805 -57.645893 -58.527378 -62.262302 -63.07995
 -61.79715  -60.51817  -62.544197 -65.41716  -64.98077  -64.231476
 -63.59735  -64.40258  -64.708084 -67.143524 -68.33364  -69.37445
 -70.49294  -71.235466 -72.11614  -72.23731  -73.86911  -73.78002
 -73.09767  -73.585815 -74.74507  -74.119514 -73.177376 -72.827034
 -71.96875  -70.84954  -71.59808  -73.834    -74.46826  -75.57822
 -77.35601  -78.660095 -79.24871  -79.64235  -79.86114  -79.95672
 -79.85251  -79.95807  -79.9591   -79.95952  -79.959885 -79.96019
 -79.96041  -79.96055 ]",104 - Cow
"[-45.108364 -41.050835 -40.153866 -33.426178 -31.085451 -34.905045
 -39.574886 -37.661644 -33.284035 -33.781895 -38.7799   -46.266254
 -47.247616 -40.59402  -39.740635 -42.171844 -47.85832  -46.1642
 -43.943233 -41.90231  -43.20091  -47.18279  -45.27089  -41.9747
 -35.997875 -36.6739   -38.774765 -42.0027   -41.378067 -39.718163
 -40.56196  -42.47277  -44.3262   -39.700893 -37.159557 -38.699844
 -44.789215 -44.893707 -41.443195 -41.99547  -44.900425 -42.87399
 -40.781643 -43.5541   -46.23     -42.078606 -43.04766  -45.622044
 -44.18821  -45.327946 -46.694237 -45.17249  -47.166904 -47.242992
 -47.19382  -48.66253  -47.70438  -49.73339  -49.255352 -51.010624
 -50.777145 -52.75266  -53.52168  -54.529026 -54.022247 -53.894196
 -53.802345 -55.02844  -56.574898 -57.379814 -58.24986  -58.56438
 -57.94838  -58.08753  -58.429768 -58.769184 -59.30397  -61.104324
 -61.493282 -61.814487 -61.30591  -61.31854  -62.49207  -63.291965
 -63.628    -64.1117   -65.157684 -65.00726  -65.37046  -65.617256
 -66.34253  -66.86311  -67.092735 -67.64472  -67.89945  -67.82427
 -67.5823   -68.03795  -68.667854 -69.12404  -69.31735  -69.63889
 -70.42152  -70.409454 -70.6999   -71.122696 -71.6653   -71.95286
 -72.51639  -72.71195  -72.885445 -73.19352  -73.254715 -73.91883
 -74.31293  -74.50703  -74.83176  -75.16634  -76.05771  -76.74868
 -77.2119   -77.444466 -78.04266  -78.48788  -78.66577  -78.96664
 -79.26767  -79.70081 ]",104 - Cow
"[-54.650986 -40.695366 -35.836704 -32.21854  -27.148859 -24.392218
 -24.59917  -28.831455 -29.016682 -31.212215 -31.604187 -31.047815
 -30.801374 -31.678423 -33.38249  -33.611122 -35.005264 -33.675392
 -34.68717  -33.2752   -32.882595 -33.266804 -32.754982 -33.183006
 -31.512815 -32.701344 -32.303135 -33.03541  -32.703533 -33.319233
 -33.980225 -32.64989  -32.922184 -32.432636 -33.442772 -34.301235
 -34.620827 -35.567596 -35.64169  -36.4355   -37.706875 -38.31366
 -38.861595 -39.60409  -39.988094 -40.546303 -41.641197 -43.22683
 -44.746784 -45.8138   -46.664597 -46.33588  -46.355034 -46.08569
 -45.052376 -44.844185 -45.546852 -45.23973  -45.554398 -45.878796
 -46.149307 -45.999092 -44.95353  -44.432945 -44.467884 -45.053955
 -45.68781  -45.891468 -45.74575  -46.166843 -46.746002 -47.381603
 -47.263668 -48.52093  -50.190777 -50.79548  -50.947124 -51.635265
 -52.291523 -52.08454  -52.36454  -53.736324 -53.703125 -52.998135
 -53.665802 -53.93374  -54.815006 -55.78096  -56.26546  -57.303593
 -57.924065 -58.803555 -60.17153  -61.15478  -61.513596 -61.604763
 -61.595516 -61.984264 -62.692886 -62.67991  -63.014664 -63.213737
 -63.79341  -64.37907  -64.47018  -64.865295 -65.70629  -66.31666
 -66.927475 -67.491905 -68.39371  -69.217316 -69.84998  -70.78506
 -71.688774 -72.59832  -73.7983   -74.77566  -77.00015  -78.78247
 -78.998314 -79.20738  -79.347084 -79.602715 -79.69984  -79.68137
 -79.76146  -79.86026 ]",103 - Pig
"[-20.488548 -28.375076 -27.555313 -24.612072 -21.739344 -20.230589
 -20.764011 -23.968697 -23.436813 -26.956186 -28.57643  -31.545103
 -33.08339  -33.907875 -33.02145  -31.108358 -32.051823 -31.51976
 -32.063656 -32.918377 -34.059456 -33.68191  -31.325191 -31.28889
 -30.197004 -31.134096 -28.893326 -29.314407 -29.992666 -29.82869
 -29.68883  -29.73488  -31.245207 -30.380354 -29.962515 -29.689577
 -29.844458 -31.940437 -33.207657 -32.235626 -32.461514 -34.124477
 -33.0884   -29.490686 -29.841843 -31.221813 -30.902384 -32.58637
 -34.613995 -34.189346 -34.75333  -35.025875 -35.866978 -36.978157
 -35.353695 -35.738926 -35.127148 -36.610783 -36.384068 -36.988503
 -35.68337  -36.570446 -37.593307 -37.87578  -37.62749  -37.737473
 -39.40723  -39.784943 -40.164158 -43.880997 -47.655914 -50.232845
 -48.600628 -48.885807 -50.487564 -52.35074  -50.56259  -48.45635
 -47.98194  -48.973454 -51.223686 -52.921688 -54.142673 -57.93213
 -58.518806 -59.876022 -60.119736 -57.192455 -58.19876  -60.987354
 -63.105904 -62.948322 -63.711426 -65.42132  -65.17048  -64.24236
 -64.60729  -67.47342  -68.28774  -68.521965 -69.2328   -70.78969
 -72.40508  -71.95873  -70.969154 -71.4051   -72.66307  -73.39354
 -73.29659  -74.742455 -77.08608  -77.71105  -78.17189  -78.0144
 -78.01005  -77.95293  -77.64762  -77.9676   -79.53561  -79.70148
 -79.737465 -79.85918  -79.81069  -79.952255 -79.96639  -79.96668
 -79.966896 -79.96703 ]",104 - Cow
